home_team,home_q1,home_q2,home_q3,home_q4,home_q5,home_final,away_team,away_q1,away_q2,away_q3,away_q4,away_q5,away_final,season,week
Cleveland BrownsCleveland (5-3),7,0,7,14,28,28,Cincinnati BengalsCincinnati (1-7),7,0,13,7,27,27,1979,8
Tampa Bay BuccaneersTampa Bay (6-2),7,7,0,7,21,21,Green Bay PackersGreen Bay (3-5),0,0,3,0,3,3,1979,8
New England PatriotsNew England (6-2),0,7,7,14,28,28,Miami DolphinsMiami (5-3),10,3,0,0,13,13,1979,8
New York JetsNY Jets (4-4),7,0,7,14,28,28,Oakland RaidersOakland (4-4),0,10,3,6,19,19,1979,8
Washington RedskinsWashington (6-2),0,7,7,3,17,17,Philadelphia EaglesPhiladelphia (6-2),0,0,0,7,7,7,1979,8
Minnesota VikingsMinnesota (4-4),3,7,7,13,30,30,Chicago BearsChicago (3-5),7,7,3,10,27,27,1979,8
New Orleans SaintsNew Orleans (4-4),7,3,7,0,17,17,Detroit LionsDetroit (1-7),0,0,7,0,7,7,1979,8
Dallas CowboysDallas (7-1),3,14,2,3,22,22,St. Louis CardinalsSt. Louis (2-6),6,7,0,0,13,13,1979,8
San Francisco 49ersSan Francisco (1-7),7,0,7,6,20,20,Atlanta FalconsAtlanta (3-5),0,9,0,6,15,15,1979,8
Seattle SeahawksSeattle (3-5),7,7,6,14,34,34,Houston OilersHouston (5-3),0,7,0,7,14,14,1979,8
Kansas City ChiefsKansas City (4-4),3,7,0,7,17,17,New York GiantsNY Giants (3-5),0,0,14,7,21,21,1979,8
Los Angeles RamsLos Angeles (4-4),7,0,0,9,16,16,San Diego ChargersSan Diego (6-2),7,7,17,9,40,40,1979,8
Pittsburgh SteelersPittsburgh (6-2),7,21,0,14,42,42,Denver BroncosDenver (5-3),7,0,0,0,7,7,1979,8
Oakland RaidersOakland (5-4),14,10,7,14,45,45,San Diego ChargersSan Diego (6-3),0,6,16,0,22,22,1979,9
Detroit LionsDetroit (1-8),14,0,3,0,17,17,Buffalo BillsBuffalo (4-5),0,0,6,14,20,20,1979,9
Pittsburgh SteelersPittsburgh (7-2),0,7,7,0,14,14,Dallas CowboysDallas (7-2),0,3,0,0,3,3,1979,9
Baltimore ColtsBaltimore (3-6),14,3,7,7,31,31,New England PatriotsNew England (6-3),13,0,6,7,26,26,1979,9
Washington RedskinsWashington (6-3),3,7,0,0,10,10,New Orleans SaintsNew Orleans (5-4),7,7,0,0,14,14,1979,9
Houston OilersHouston (6-3),0,17,7,0,3,27,New York JetsNY Jets (4-5),7,3,0,14,0,24,1979,9
St. Louis CardinalsSt. Louis (2-7),6,7,0,7,20,20,Cleveland BrownsCleveland (6-3),10,0,7,21,38,38,1979,9
Minnesota VikingsMinnesota (4-5),0,10,0,0,10,10,Tampa Bay BuccaneersTampa Bay (7-2),3,0,3,6,12,12,1979,9
Los Angeles RamsLos Angeles (4-5),0,0,7,7,14,14,New York GiantsNY Giants (4-5),3,7,3,7,20,20,1979,9
San Francisco 49ersSan Francisco (1-8),3,14,3,7,27,27,Chicago BearsChicago (4-5),7,7,7,7,28,28,1979,9
Miami DolphinsMiami (6-3),0,13,14,0,27,27,Green Bay PackersGreen Bay (3-6),0,0,7,0,7,7,1979,9
Denver BroncosDenver (6-3),7,7,6,0,20,20,Kansas City ChiefsKansas City (4-5),0,0,3,0,3,3,1979,9
Cincinnati BengalsCincinnati (2-7),17,7,10,3,37,37,Philadelphia EaglesPhiladelphia (6-3),3,0,3,7,13,13,1979,9
Atlanta FalconsAtlanta (3-6),7,7,0,14,28,28,Seattle SeahawksSeattle (4-5),0,21,3,7,31,31,1979,9
Philadelphia EaglesPhiladelphia (6-4),6,7,6,0,19,19,Cleveland BrownsCleveland (7-3),7,3,0,14,24,24,1979,10
New York GiantsNY Giants (4-6),0,7,0,7,14,14,Dallas CowboysDallas (8-2),3,0,3,10,16,16,1979,10
Buffalo BillsBuffalo (4-6),6,0,0,0,6,6,New England PatriotsNew England (7-3),0,6,10,10,26,26,1979,10
Atlanta FalconsAtlanta (4-6),0,3,0,14,17,17,Tampa Bay BuccaneersTampa Bay (7-3),7,0,0,7,14,14,1979,10
Pittsburgh SteelersPittsburgh (8-2),7,17,7,7,38,38,Washington RedskinsWashington (6-4),0,7,0,0,7,7,1979,10
Baltimore ColtsBaltimore (4-6),7,10,7,14,38,38,Cincinnati BengalsCincinnati (2-8),0,21,0,7,28,28,1979,10
St. Louis CardinalsSt. Louis (3-7),3,7,14,13,37,37,Minnesota VikingsMinnesota (4-6),0,7,0,0,7,7,1979,10
Kansas City ChiefsKansas City (4-6),0,0,0,14,14,14,San Diego ChargersSan Diego (7-3),10,0,3,7,20,20,1979,10
Chicago BearsChicago (5-5),7,7,14,7,35,35,Detroit LionsDetroit (1-9),0,7,0,0,7,7,1979,10
Seattle SeahawksSeattle (4-6),0,0,0,0,0,0,Los Angeles RamsLos Angeles (5-5),14,7,3,0,24,24,1979,10
Denver BroncosDenver (7-3),3,0,0,7,10,10,New Orleans SaintsNew Orleans (5-5),0,0,3,0,3,3,1979,10
Green Bay PackersGreen Bay (3-7),6,9,7,0,22,22,New York JetsNY Jets (5-5),0,21,3,3,27,27,1979,10
Oakland RaidersOakland (6-4),9,7,7,0,23,23,San Francisco 49ersSan Francisco (1-9),0,10,0,0,10,10,1979,10
Miami DolphinsMiami (6-4),3,0,0,3,6,6,Houston OilersHouston (7-3),0,3,6,0,9,9,1979,10
Miami DolphinsMiami (7-4),7,6,3,3,19,19,Baltimore ColtsBaltimore (4-7),0,0,0,0,0,0,1979,11
New York JetsNY Jets (5-6),0,6,0,6,12,12,Buffalo BillsBuffalo (5-6),0,7,0,7,14,14,1979,11
Green Bay PackersGreen Bay (4-7),7,6,0,6,19,19,Minnesota VikingsMinnesota (4-7),0,0,0,7,7,7,1979,11
Kansas City ChiefsKansas City (4-7),0,0,3,0,3,3,Pittsburgh SteelersPittsburgh (9-2),10,10,0,10,30,30,1979,11
Houston OilersHouston (8-3),7,7,14,3,31,31,Oakland RaidersOakland (6-5),7,7,0,3,17,17,1979,11
Washington RedskinsWashington (7-4),7,10,3,10,30,30,St. Louis CardinalsSt. Louis (3-8),7,0,0,21,28,28,1979,11
Cincinnati BengalsCincinnati (2-9),14,0,0,10,24,24,San Diego ChargersSan Diego (8-3),0,13,3,10,26,26,1979,11
Cleveland BrownsCleveland (7-4),0,3,14,7,24,24,Seattle SeahawksSeattle (5-6),7,9,0,13,29,29,1979,11
Detroit LionsDetroit (1-10),7,0,7,0,14,14,Tampa Bay BuccaneersTampa Bay (8-3),0,3,3,10,16,16,1979,11
Chicago BearsChicago (6-5),0,7,7,13,27,27,Los Angeles RamsLos Angeles (5-6),9,7,7,0,23,23,1979,11
New Orleans SaintsNew Orleans (6-5),17,7,7,0,31,31,San Francisco 49ersSan Francisco (1-10),0,3,10,7,20,20,1979,11
New York GiantsNY Giants (5-6),0,10,7,7,24,24,Atlanta FalconsAtlanta (4-7),0,0,3,0,3,3,1979,11
Denver BroncosDenver (8-3),24,14,0,7,45,45,New England PatriotsNew England (7-4),0,7,3,0,10,10,1979,11
Dallas CowboysDallas (8-3),7,0,0,14,21,21,Philadelphia EaglesPhiladelphia (7-4),7,10,7,7,31,31,1979,11
New England PatriotsNew England (8-4),6,27,10,7,50,50,Baltimore ColtsBaltimore (4-8),7,0,7,7,21,21,1979,12
Washington RedskinsWashington (8-4),7,7,10,10,34,34,Dallas CowboysDallas (8-4),0,3,3,14,20,20,1979,12
Buffalo BillsBuffalo (6-6),3,3,6,7,19,19,Green Bay PackersGreen Bay (4-8),3,9,0,0,12,12,1979,12
Cleveland BrownsCleveland (8-4),7,0,7,10,6,30,Miami DolphinsMiami (7-5),0,3,7,14,0,24,1979,12
Chicago BearsChicago (7-5),7,7,6,3,23,23,New York JetsNY Jets (5-7),6,0,0,7,13,13,1979,12
Philadelphia EaglesPhiladelphia (8-4),3,3,3,7,16,16,St. Louis CardinalsSt. Louis (3-9),0,6,7,0,13,13,1979,12
Minnesota VikingsMinnesota (5-7),0,0,14,0,14,14,Detroit LionsDetroit (1-11),0,7,0,0,7,7,1979,12
Houston OilersHouston (9-3),7,28,0,7,42,42,Cincinnati BengalsCincinnati (2-10),0,7,7,7,21,21,1979,12
San Francisco 49ersSan Francisco (1-11),0,21,0,7,28,28,Denver BroncosDenver (9-3),3,14,21,0,38,38,1979,12
Oakland RaidersOakland (6-6),0,7,7,7,21,21,Kansas City ChiefsKansas City (5-7),7,3,14,0,24,24,1979,12
Seattle SeahawksSeattle (6-6),7,17,0,14,38,38,New Orleans SaintsNew Orleans (6-6),7,7,3,7,24,24,1979,12
Tampa Bay BuccaneersTampa Bay (9-3),0,14,10,7,31,31,New York GiantsNY Giants (5-7),0,0,3,0,3,3,1979,12
San Diego ChargersSan Diego (9-3),7,14,7,7,35,35,Pittsburgh SteelersPittsburgh (9-3),0,0,7,0,7,7,1979,12
Los Angeles RamsLos Angeles (6-6),7,7,0,6,20,20,Atlanta FalconsAtlanta (4-8),0,0,7,7,14,14,1979,12
Detroit LionsDetroit (2-11),3,10,0,7,20,20,Chicago BearsChicago (7-6),0,0,0,0,0,0,1979,13
Dallas CowboysDallas (8-5),14,7,0,3,24,24,Houston OilersHouston (10-3),7,10,6,7,30,30,1979,13
New England PatriotsNew England (8-5),0,3,0,10,0,13,Buffalo BillsBuffalo (7-6),0,3,3,7,3,16,1979,13
Pittsburgh SteelersPittsburgh (10-3),3,10,0,17,3,33,Cleveland BrownsCleveland (8-5),10,10,7,3,0,30,1979,13
Tampa Bay BuccaneersTampa Bay (9-4),6,3,7,6,22,22,Minnesota VikingsMinnesota (6-7),0,14,9,0,23,23,1979,13
Atlanta FalconsAtlanta (4-9),0,6,0,0,6,6,New Orleans SaintsNew Orleans (7-6),7,20,0,10,37,37,1979,13
Cincinnati BengalsCincinnati (3-10),7,21,3,3,34,34,St. Louis CardinalsSt. Louis (3-10),0,7,14,7,28,28,1979,13
New York GiantsNY Giants (6-7),7,0,0,7,14,14,Washington RedskinsWashington (8-5),0,3,3,0,6,6,1979,13
Green Bay PackersGreen Bay (4-9),3,0,0,7,10,10,Philadelphia EaglesPhiladelphia (9-4),7,0,7,7,21,21,1979,13
San Diego ChargersSan Diego (10-3),7,7,7,7,28,28,Kansas City ChiefsKansas City (5-8),7,0,0,0,7,7,1979,13
San Francisco 49ersSan Francisco (1-12),7,10,0,3,20,20,Los Angeles RamsLos Angeles (7-6),3,10,13,0,26,26,1979,13
Baltimore ColtsBaltimore (4-9),7,0,7,10,24,24,Miami DolphinsMiami (8-5),7,7,7,7,28,28,1979,13
Denver BroncosDenver (9-4),0,0,0,10,10,10,Oakland RaidersOakland (7-6),0,7,7,0,14,14,1979,13
Seattle SeahawksSeattle (7-6),3,13,14,0,30,30,New York JetsNY Jets (5-8),0,0,7,0,7,7,1979,13
Miami DolphinsMiami (9-5),3,10,16,10,39,39,New England PatriotsNew England (8-6),0,17,0,7,24,24,1979,14
New York JetsNY Jets (6-8),3,17,7,3,30,30,Baltimore ColtsBaltimore (4-10),3,0,14,0,17,17,1979,14
Tampa Bay BuccaneersTampa Bay (9-5),0,0,0,0,0,0,Chicago BearsChicago (8-6),7,7,0,0,14,14,1979,14
Pittsburgh SteelersPittsburgh (11-3),10,14,10,3,37,37,Cincinnati BengalsCincinnati (3-11),0,10,7,0,17,17,1979,14
Buffalo BillsBuffalo (7-7),0,10,0,6,16,16,Denver BroncosDenver (10-4),3,0,13,3,19,19,1979,14
Philadelphia EaglesPhiladelphia (10-4),0,24,13,7,44,44,Detroit LionsDetroit (2-12),0,0,7,0,7,7,1979,14
Washington RedskinsWashington (9-5),7,0,7,24,38,38,Green Bay PackersGreen Bay (4-10),0,21,0,0,21,21,1979,14
Cleveland BrownsCleveland (9-5),7,0,0,7,14,14,Houston OilersHouston (10-4),7,0,0,0,7,7,1979,14
St. Louis CardinalsSt. Louis (4-10),0,0,7,6,13,13,San Francisco 49ersSan Francisco (1-13),0,3,0,7,10,10,1979,14
Kansas City ChiefsKansas City (6-8),14,10,6,7,37,37,Seattle SeahawksSeattle (7-7),0,0,7,14,21,21,1979,14
San Diego ChargersSan Diego (10-4),7,3,7,9,26,26,Atlanta FalconsAtlanta (5-9),7,7,7,7,28,28,1979,14
Los Angeles RamsLos Angeles (8-6),7,7,7,0,6,27,Minnesota VikingsMinnesota (6-8),7,7,0,7,0,21,1979,14
Dallas CowboysDallas (9-5),0,7,14,7,28,28,New York GiantsNY Giants (6-8),7,0,0,0,7,7,1979,14
New Orleans SaintsNew Orleans (7-7),0,28,7,0,35,35,Oakland RaidersOakland (8-6),7,7,7,21,42,42,1979,14
Philadelphia EaglesPhiladelphia (10-5),3,7,0,7,17,17,Dallas CowboysDallas (10-5),10,0,7,7,24,24,1979,15
Seattle SeahawksSeattle (8-7),7,7,7,7,28,28,Denver BroncosDenver (10-5),0,20,3,0,23,23,1979,15
Green Bay PackersGreen Bay (4-11),0,7,0,7,14,14,Chicago BearsChicago (9-6),3,3,0,9,15,15,1979,15
Washington RedskinsWashington (10-5),7,14,0,7,28,28,Cincinnati BengalsCincinnati (3-12),14,0,0,0,14,14,1979,15
Atlanta FalconsAtlanta (5-10),0,6,0,7,13,13,Los Angeles RamsLos Angeles (9-6),0,28,3,3,34,34,1979,15
Detroit LionsDetroit (2-13),0,3,0,7,10,10,Miami DolphinsMiami (10-5),14,0,7,7,28,28,1979,15
St. Louis CardinalsSt. Louis (5-10),9,3,7,10,29,29,New York GiantsNY Giants (6-9),0,0,6,14,20,20,1979,15
Minnesota VikingsMinnesota (7-8),7,3,0,0,10,10,Buffalo BillsBuffalo (7-8),0,0,0,3,3,3,1979,15
Baltimore ColtsBaltimore (4-11),7,0,0,0,7,7,Kansas City ChiefsKansas City (7-8),7,0,0,3,10,10,1979,15
Oakland RaidersOakland (9-6),7,6,0,6,19,19,Cleveland BrownsCleveland (9-6),0,0,7,7,14,14,1979,15
New York JetsNY Jets (7-8),7,10,7,3,27,27,New England PatriotsNew England (8-7),0,12,7,7,26,26,1979,15
New Orleans SaintsNew Orleans (7-8),0,0,0,0,0,0,San Diego ChargersSan Diego (11-4),14,21,0,0,35,35,1979,15
San Francisco 49ersSan Francisco (2-13),10,3,0,10,23,23,Tampa Bay BuccaneersTampa Bay (9-6),0,7,0,0,7,7,1979,15
Houston OilersHouston (11-4),0,7,3,10,20,20,Pittsburgh SteelersPittsburgh (11-4),0,0,3,14,17,17,1979,15
Miami DolphinsMiami (10-6),7,7,3,7,24,24,New York JetsNY Jets (8-8),0,6,14,7,27,27,1979,16
Detroit LionsDetroit (2-14),7,0,0,6,13,13,Green Bay PackersGreen Bay (5-11),6,3,9,0,18,18,1979,16
New York GiantsNY Giants (6-10),0,0,7,0,7,7,Baltimore ColtsBaltimore (5-11),10,7,7,7,31,31,1979,16
Pittsburgh SteelersPittsburgh (12-4),7,7,7,7,28,28,Buffalo BillsBuffalo (7-9),0,0,0,0,0,0,1979,16
Cincinnati BengalsCincinnati (4-12),0,6,7,3,16,16,Cleveland BrownsCleveland (9-7),6,0,0,6,12,12,1979,16
Tampa Bay BuccaneersTampa Bay (10-6),0,0,0,3,3,3,Kansas City ChiefsKansas City (7-9),0,0,0,0,0,0,1979,16
New England PatriotsNew England (9-7),7,0,0,20,27,27,Minnesota VikingsMinnesota (7-9),6,7,3,7,23,23,1979,16
Atlanta FalconsAtlanta (6-10),3,7,7,14,31,31,San Francisco 49ersSan Francisco (2-14),7,7,7,0,21,21,1979,16
Chicago BearsChicago (10-6),14,7,7,14,42,42,St. Louis CardinalsSt. Louis (5-11),0,0,6,0,6,6,1979,16
Los Angeles RamsLos Angeles (9-7),7,0,0,7,14,14,New Orleans SaintsNew Orleans (8-8),0,14,6,9,29,29,1979,16
Houston OilersHouston (11-5),0,10,0,10,20,20,Philadelphia EaglesPhiladelphia (11-5),9,3,7,7,26,26,1979,16
Oakland RaidersOakland (9-7),7,10,0,7,24,24,Seattle SeahawksSeattle (9-7),10,7,9,3,29,29,1979,16
Dallas CowboysDallas (11-5),0,14,7,14,35,35,Washington RedskinsWashington (10-6),10,7,0,17,34,34,1979,16
San Diego ChargersSan Diego (12-4),0,7,7,3,17,17,Denver BroncosDenver (10-6),7,0,0,0,7,7,1979,16
