home_name,home_q1,home_q2,home_q3,home_q4,home_final,away_name,away_q1,away_q2,away_q3,away_q4,away_final,year,week
Kansas City,3,3,0,10,16,Jacksonville,0,9,0,14,23,2002,2
Indianapolis,0,3,0,10,13,Miami,14,7,0,0,21,2002,2
N.Y. Jets,0,0,7,0,7,New England,0,10,17,17,44,2002,2
New Orleans,7,14,7,7,35,Green Bay,0,10,7,3,20,2002,2
Baltimore,0,0,0,0,0,Tampa Bay,10,3,5,7,25,2002,2
Seattle,3,7,0,3,13,Arizona,3,0,7,14,24,2002,2
St. Louis,0,7,7,7,21,N.Y. Giants,3,14,3,6,26,2002,2
Minnesota,3,10,13,13,39,Buffalo,6,7,10,16,45,2002,2
San Francisco,0,7,0,7,14,Denver,0,3,7,14,24,2002,2
San Diego,14,3,0,7,24,Houston,0,3,0,0,3,2002,2
Pittsburgh,7,3,7,0,17,Oakland,10,7,3,10,30,2002,2
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,2
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,3
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,4
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,5
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,6
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,7
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,8
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,9
Washington,0,7,0,0,7,Philadelphia,14,9,7,7,37,2002,10
Atlanta,0,7,7,10,24,New Orleans,0,0,3,14,17,2002,11
Cincinnati,7,7,3,3,20,Cleveland,14,3,7,3,27,2002,11
Indianapolis,0,3,3,14,20,Dallas,0,3,0,0,3,2002,11
Houston,0,7,7,7,21,Jacksonville,7,10,7,0,24,2002,11
Kansas City,7,3,0,7,17,Buffalo,0,13,3,0,16,2002,11
Minnesota,14,0,7,10,31,Green Bay,0,7,7,7,21,2002,11
N.Y. Giants,3,7,6,3,19,Washington,0,10,7,0,17,2002,11
Philadelphia,7,21,3,7,38,Arizona,7,7,0,0,14,2002,11
Tennessee,7,7,14,3,31,Pittsburgh,7,0,0,16,23,2002,11
San Diego,7,0,0,10,20,San Francisco,0,7,10,0,17,2002,11
Tampa Bay,0,10,7,6,23,Carolina,7,3,0,0,10,2002,11
Seattle,0,0,6,3,9,Denver,0,3,7,21,31,2002,11
Miami,7,10,3,6,26,Baltimore,0,7,0,0,7,2002,11
Detroit,0,7,7,0,14,N.Y. Jets,7,6,8,10,31,2002,11
Oakland,3,14,7,3,27,New England,3,3,7,7,20,2002,11
St. Louis,7,7,0,7,21,Chicago,0,6,7,3,16,2002,11
Carolina,0,0,0,0,0,Atlanta,14,14,13,0,41,2002,12
Baltimore,10,0,3,0,13,Tennessee,0,6,0,6,12,2002,12
Chicago,0,7,0,10,20,Detroit,0,3,14,0,17,2002,12
New Orleans,3,3,6,3,15,Cleveland,7,7,7,3,24,2002,12
Dallas,0,7,7,7,21,Jacksonville,0,5,0,14,19,2002,12
Miami,10,10,7,3,30,San Diego,3,0,0,0,3,2002,12
New England,7,14,0,3,24,Minnesota,0,7,7,3,17,2002,12
N.Y. Jets,3,14,7,7,31,Buffalo,3,0,10,0,13,2002,12
Pittsburgh,14,3,3,9,29,Cincinnati,0,14,0,7,21,2002,12
Washington,0,7,13,0,20,St. Louis,7,3,0,7,17,2002,12
Arizona,0,14,0,6,20,Oakland,14,7,17,3,41,2002,12
Seattle,0,21,7,11,39,Kansas City,10,7,0,15,32,2002,12
Houston,0,5,8,3,16,N.Y. Giants,0,7,0,7,14,2002,12
Tampa Bay,0,3,11,7,21,Green Bay,7,0,0,0,7,2002,12
Denver,0,6,7,7,20,Indianapolis,3,0,14,3,23,2002,12
San Francisco,0,7,10,0,17,Philadelphia,0,21,14,3,38,2002,12
Detroit,3,3,3,3,12,New England,10,7,0,3,20,2002,13
Dallas,0,10,7,10,27,Washington,0,14,6,0,20,2002,13
Minnesota,7,7,7,3,24,Atlanta,0,14,7,3,30,2002,13
Cincinnati,6,10,7,0,23,Baltimore,0,14,0,13,27,2002,13
Buffalo,3,14,14,7,38,Miami,14,0,7,0,21,2002,13
Cleveland,3,0,3,0,6,Carolina,7,0,0,6,13,2002,13
Green Bay,3,3,10,14,30,Chicago,7,7,0,6,20,2002,13
Kansas City,14,21,7,7,49,Arizona,0,0,0,0,0,2002,13
Jacksonville,7,3,0,13,23,Pittsburgh,6,10,3,6,25,2002,13
N.Y. Giants,3,7,10,9,29,Tennessee,0,14,0,15,32,2002,13
Indianapolis,10,3,0,6,19,Houston,0,0,0,3,3,2002,13
San Diego,0,24,0,3,30,Denver,10,7,7,3,27,2002,13
Philadelphia,7,3,0,0,10,St. Louis,0,3,0,0,3,2002,13
San Francisco,0,17,7,7,31,Seattle,0,3,7,14,24,2002,13
New Orleans,0,6,14,3,23,Tampa Bay,2,7,3,8,20,2002,13
Oakland,3,3,14,6,26,N.Y. Jets,0,10,0,10,20,2002,13
Carolina,9,7,21,15,52,Cincinnati,7,10,14,0,31,2002,14
Jacksonville,7,0,7,6,20,Cleveland,0,0,14,7,21,2002,14
Pittsburgh,0,3,3,0,6,Houston,14,0,0,10,24,2002,14
Kansas City,14,21,0,14,49,St. Louis,10,0,0,0,10,2002,14
New England,17,3,0,7,27,Buffalo,0,0,10,7,17,2002,14
Washington,0,3,11,7,21,N.Y. Giants,3,14,7,3,27,2002,14
Dallas,6,0,7,14,27,San Francisco,0,7,3,21,31,2002,14
Tampa Bay,0,21,6,7,34,Atlanta,0,3,0,7,10,2002,14
Tennessee,7,14,0,6,27,Indianapolis,0,10,0,7,17,2002,14
Arizona,7,7,3,3,23,Detroit,14,3,3,0,20,2002,14
Baltimore,7,0,7,11,25,New Orleans,10,10,7,10,37,2002,14
Seattle,6,0,7,7,20,Philadelphia,7,13,7,0,27,2002,14
N.Y. Jets,0,6,3,10,19,Denver,3,10,0,0,13,2002,14
San Diego,0,7,0,0,7,Oakland,10,3,7,7,27,2002,14
Green Bay,0,6,7,13,26,Minnesota,10,3,9,0,22,2002,14
Miami,7,7,7,6,27,Chicago,0,0,3,6,9,2002,14
Houston,0,7,7,5,19,Baltimore,3,10,7,3,23,2002,15
Buffalo,7,6,0,7,20,San Diego,3,7,0,3,13,2002,15
Chicago,0,10,7,3,20,N.Y. Jets,0,0,10,3,13,2002,15
Cleveland,13,3,0,7,23,Indianapolis,0,0,14,14,28,2002,15
Cincinnati,3,9,3,0,15,Jacksonville,7,7,8,7,29,2002,15
Miami,10,7,3,3,23,Oakland,3,3,3,8,17,2002,15
New Orleans,10,10,3,8,31,Minnesota,14,10,0,8,32,2002,15
Philadelphia,7,10,14,3,34,Washington,0,7,0,14,21,2002,15
Pittsburgh,7,6,7,10,30,Carolina,7,0,0,7,14,2002,15
Atlanta,14,3,0,7,24,Seattle,7,0,14,3,30,2002,15
Detroit,0,10,3,7,20,Tampa Bay,3,10,0,10,23,2002,15
Denver,14,0,14,3,31,Kansas City,0,0,14,10,24,2002,15
San Francisco,0,6,8,0,14,Green Bay,3,0,14,3,20,2002,15
N.Y. Giants,21,3,3,10,37,Dallas,0,0,0,7,7,2002,15
St. Louis,3,21,0,6,30,Arizona,0,7,14,7,28,2002,15
Tennessee,0,14,7,3,24,New England,0,0,7,0,7,2002,15
Minnesota,0,3,7,10,20,Miami,7,0,7,3,17,2002,16
Arizona,0,7,0,7,14,San Francisco,7,3,7,0,17,2002,16
Dallas,0,0,0,3,3,Philadelphia,7,10,0,10,27,2002,16
Atlanta,3,10,6,17,36,Detroit,0,0,0,15,15,2002,16
Carolina,0,21,0,3,24,Chicago,7,0,0,7,14,2002,16
Cincinnati,7,0,0,13,20,New Orleans,10,3,0,0,13,2002,16
Green Bay,0,3,0,7,10,Buffalo,0,0,0,0,0,2002,16
Kansas City,7,7,7,3,24,San Diego,3,3,9,7,22,2002,16
Indianapolis,0,3,3,21,27,N.Y. Giants,3,7,20,14,44,2002,16
Jacksonville,0,3,0,7,10,Tennessee,7,7,7,7,28,2002,16
Washington,7,9,0,10,26,Houston,3,0,0,7,10,2002,16
Seattle,3,10,10,7,30,St. Louis,0,3,7,0,10,2002,16
Baltimore,3,7,3,0,13,Cleveland,7,0,0,7,14,2002,16
Oakland,14,7,0,7,28,Denver,0,3,7,6,16,2002,16
New England,7,3,7,0,17,N.Y. Jets,14,3,3,10,30,2002,16
Tampa Bay,0,0,0,7,7,Pittsburgh,17,0,0,0,17,2002,16
N.Y. Giants,0,0,0,7,10,Philadelphia,7,0,0,0,7,2002,17
Oakland,0,14,3,7,24,Kansas City,0,0,0,0,0,2002,17
Buffalo,6,14,7,0,27,Cincinnati,0,3,0,6,9,2002,17
New Orleans,3,0,3,0,6,Carolina,0,7,3,0,10,2002,17
Cleveland,3,7,0,14,24,Atlanta,0,7,9,0,16,2002,17
Detroit,14,3,7,12,36,Minnesota,14,14,7,3,38,2002,17
New England,0,10,3,11,27,Miami,7,14,0,3,24,2002,17
Pittsburgh,7,13,0,14,34,Baltimore,7,7,10,7,31,2002,17
Houston,0,0,3,0,3,Tennessee,3,3,0,7,13,2002,17
Washington,0,7,10,3,20,Dallas,0,7,0,7,14,2002,17
Indianapolis,0,10,0,10,20,Jacksonville,3,7,0,3,13,2002,17
Denver,3,6,7,21,37,Arizona,0,7,0,0,7,2002,17
N.Y. Jets,0,14,14,14,42,Green Bay,0,10,0,7,17,2002,17
San Diego,0,10,10,8,28,Seattle,7,0,0,21,31,2002,17
Chicago,0,0,0,0,0,Tampa Bay,0,6,0,9,15,2002,17
St. Louis,0,0,3,28,31,San Francisco,3,14,0,3,20,2002,17
Washington,3,10,0,3,16,N.Y. Jets,7,0,3,3,13,2003,1
Buffalo,7,14,0,10,31,New England,0,0,0,0,0,2003,1
Carolina,0,0,7,17,24,Jacksonville,0,14,3,6,23,2003,1
Cincinnati,0,3,0,7,10,Denver,3,17,7,3,30,2003,1
Detroit,7,7,14,14,42,Arizona,7,7,10,0,24,2003,1
Miami,0,14,0,6,20,Houston,3,3,9,6,21,2003,1
Cleveland,3,0,0,3,6,Indianapolis,0,3,3,3,9,2003,1
Kansas City,14,10,3,0,27,San Diego,0,0,7,7,14,2003,1
Green Bay,0,3,8,14,25,Minnesota,10,10,7,3,30,2003,1
N.Y. Giants,7,3,13,0,23,St. Louis,3,3,0,7,13,2003,1
Pittsburgh,6,7,14,7,34,Baltimore,0,0,7,8,15,2003,1
Dallas,7,0,0,6,13,Atlanta,3,0,14,10,27,2003,1
San Francisco,10,23,6,10,49,Chicago,0,7,0,0,7,2003,1
Seattle,0,21,3,3,27,New Orleans,3,0,0,7,10,2003,1
Tennessee,6,6,3,10,25,Oakland,3,7,0,10,20,2003,1
Philadelphia,0,0,0,0,0,Tampa Bay,0,3,7,7,17,2003,1
Baltimore,10,6,0,17,33,Cleveland,0,3,10,0,13,2003,2
Jacksonville,0,7,3,7,17,Buffalo,14,7,14,3,38,2003,2
Green Bay,14,3,7,7,31,Detroit,0,6,0,0,6,2003,2
Indianapolis,3,14,3,13,33,Tennessee,0,7,0,0,7,2003,2
Kansas City,7,20,7,7,41,Pittsburgh,17,3,0,0,20,2003,2
N.Y. Jets,3,0,0,7,10,Miami,7,14,0,0,21,2003,2
New Orleans,7,0,10,14,31,Houston,0,10,0,0,10,2003,2
St. Louis,7,0,7,10,27,San Francisco,7,3,7,7,24,2003,2
Atlanta,3,21,0,7,31,Washington,0,17,9,7,33,2003,2
Tampa Bay,0,0,3,6,9,Carolina,3,3,3,0,12,2003,2
Arizona,0,0,0,0,0,Seattle,7,17,7,7,38,2003,2
San Diego,3,7,3,0,13,Denver,14,10,10,3,37,2003,2
Philadelphia,0,7,0,3,10,New England,3,14,7,7,31,2003,2
Oakland,10,0,3,10,23,Cincinnati,3,7,3,7,20,2003,2
Minnesota,7,10,0,7,24,Chicago,3,7,3,0,13,2003,2
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,2
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,3
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,4
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,5
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,6
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,7
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,8
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,9
N.Y. Giants,7,0,7,18,32,Dallas,7,13,6,6,35,2003,10
Carolina,0,3,7,10,20,Washington,0,3,0,14,17,2003,11
Cincinnati,0,3,7,14,24,Kansas City,0,3,3,13,19,2003,11
Cleveland,10,10,14,10,44,Arizona,0,3,3,0,6,2003,11
Buffalo,2,3,3,2,10,Houston,0,6,3,3,12,2003,11
Miami,0,3,3,0,9,Baltimore,0,3,0,3,6,2003,11
New Orleans,0,3,7,10,23,Atlanta,10,10,0,0,20,2003,11
Philadelphia,7,7,7,7,28,N.Y. Giants,3,0,0,7,10,2003,11
Chicago,0,14,0,7,21,St. Louis,3,0,7,13,23,2003,11
Tennessee,3,7,0,0,10,Jacksonville,0,0,0,3,3,2003,11
Denver,10,17,7,3,37,San Diego,0,0,0,8,8,2003,11
Indianapolis,10,14,14,0,38,N.Y. Jets,7,3,21,0,31,2003,11
Tampa Bay,0,6,7,0,13,Green Bay,7,6,0,7,20,2003,11
Oakland,7,7,7,7,28,Minnesota,0,3,7,8,18,2003,11
Seattle,14,21,0,0,35,Detroit,7,7,0,0,14,2003,11
New England,3,6,0,3,12,Dallas,0,0,0,0,0,2003,11
San Francisco,7,3,14,6,30,Pittsburgh,0,0,7,7,14,2003,11
Baltimore,0,3,21,17,44,Seattle,0,17,17,7,41,2003,12
Dallas,10,0,14,0,24,Carolina,3,7,7,3,20,2003,12
Green Bay,7,10,0,3,20,San Francisco,0,3,7,0,10,2003,12
Buffalo,0,7,0,1,8,Indianapolis,0,3,0,14,17,2003,12
Minnesota,7,0,0,17,24,Detroit,0,0,7,7,14,2003,12
Houston,3,0,7,10,20,New England,0,10,0,10,23,2003,12
N.Y. Jets,3,0,0,10,13,Jacksonville,0,3,0,7,10,2003,12
Philadelphia,10,10,3,10,33,New Orleans,0,7,7,6,20,2003,12
Cleveland,3,3,0,0,6,Pittsburgh,0,10,0,3,13,2003,12
Denver,7,0,3,0,10,Chicago,3,6,0,10,19,2003,12
Arizona,0,10,7,10,27,St. Louis,14,3,7,3,30,2003,12
San Diego,7,6,0,14,27,Cincinnati,14,14,3,3,34,2003,12
Kansas City,14,7,3,3,27,Oakland,0,7,7,10,24,2003,12
Atlanta,21,0,3,7,31,Tennessee,0,14,14,10,38,2003,12
Miami,7,3,0,14,24,Washington,6,14,3,0,23,2003,12
Tampa Bay,0,14,3,2,19,N.Y. Giants,0,3,3,7,13,2003,12
Detroit,10,3,0,9,22,Green Bay,0,7,7,0,14,2003,13
Dallas,0,14,0,7,21,Miami,7,16,14,3,40,2003,13
Baltimore,7,17,0,20,44,San Francisco,3,3,0,0,6,2003,13
N.Y. Giants,0,7,0,0,7,Buffalo,0,17,7,0,24,2003,13
Chicago,7,0,0,21,28,Arizona,3,0,0,0,3,2003,13
Pittsburgh,0,3,7,10,20,Cincinnati,7,7,0,10,24,2003,13
Houston,0,3,14,0,17,Atlanta,0,7,0,6,13,2003,13
Indianapolis,0,10,14,10,34,New England,10,14,7,7,38,2003,13
Carolina,3,0,7,6,16,Philadelphia,7,3,3,12,25,2003,13
St. Louis,10,10,14,14,48,Minnesota,7,10,0,0,17,2003,13
Washington,0,14,3,3,20,New Orleans,0,10,7,7,24,2003,13
Seattle,7,10,10,7,34,Cleveland,0,0,0,7,7,2003,13
Oakland,5,3,0,0,8,Denver,0,14,0,8,22,2003,13
San Diego,0,7,10,7,24,Kansas City,7,14,0,7,28,2003,13
Jacksonville,0,10,0,7,17,Tampa Bay,0,10,0,0,10,2003,13
N.Y. Jets,7,3,7,7,24,Tennessee,7,0,3,7,17,2003,13
Baltimore,7,10,7,7,31,Cincinnati,3,7,3,0,13,2003,14
Green Bay,0,13,6,15,34,Chicago,14,0,0,7,21,2003,14
Tennessee,10,0,3,14,27,Indianapolis,3,9,17,0,29,2003,14
Jacksonville,7,10,0,10,27,Houston,0,0,0,0,0,2003,14
Minnesota,0,13,7,14,34,Seattle,0,0,7,0,7,2003,14
Philadelphia,0,10,9,17,36,Dallas,3,7,0,0,10,2003,14
Pittsburgh,0,17,7,3,27,Oakland,7,0,0,0,7,2003,14
Detroit,0,0,0,7,7,San Diego,7,7,0,0,14,2003,14
New Orleans,7,0,0,0,7,Tampa Bay,0,14,0,0,14,2003,14
N.Y. Giants,7,0,0,0,7,Washington,3,7,7,3,20,2003,14
San Francisco,14,20,9,7,50,Arizona,0,0,7,7,14,2003,14
Buffalo,0,7,7,3,17,N.Y. Jets,3,0,3,0,6,2003,14
Denver,7,10,14,14,45,Kansas City,7,14,0,6,27,2003,14
New England,3,0,0,9,12,Miami,0,0,0,0,0,2003,14
Atlanta,0,7,0,7,20,Carolina,0,7,7,0,14,2003,14
Cleveland,7,0,6,7,20,St. Louis,3,20,3,0,26,2003,14
Chicago,3,7,3,0,13,Minnesota,0,3,0,7,10,2003,15
Cincinnati,7,14,10,10,41,San Francisco,0,17,0,21,38,2003,15
Indianapolis,14,10,14,0,38,Atlanta,0,0,7,0,7,2003,15
Kansas City,14,14,17,0,45,Detroit,0,10,7,0,17,2003,15
New England,7,6,0,14,27,Jacksonville,3,3,0,7,13,2003,15
N.Y. Jets,3,3,0,0,6,Pittsburgh,0,0,0,0,0,2003,15
St. Louis,14,7,0,6,27,Seattle,2,10,3,7,22,2003,15
Tampa Bay,7,6,3,0,16,Houston,0,0,3,0,3,2003,15
Tennessee,3,3,8,14,28,Buffalo,0,10,7,9,26,2003,15
Denver,10,0,0,10,23,Cleveland,0,10,0,10,20,2003,15
Oakland,10,7,0,3,20,Baltimore,3,3,6,0,12,2003,15
Arizona,7,7,0,3,17,Carolina,7,0,3,10,20,2003,15
Washington,0,0,0,0,0,Dallas,7,7,3,10,27,2003,15
San Diego,3,0,3,15,21,Green Bay,7,10,0,21,38,2003,15
New Orleans,10,14,14,7,45,N.Y. Giants,0,7,0,0,7,2003,15
Miami,7,10,7,3,27,Philadelphia,14,10,0,10,34,2003,15
Tampa Bay,0,7,0,21,28,Atlanta,10,17,3,0,30,2003,16
Minnesota,7,17,7,14,45,Kansas City,0,0,7,13,20,2003,16
N.Y. Jets,7,3,0,6,16,New England,7,7,7,0,21,2003,16
Cleveland,0,0,0,0,0,Baltimore,0,7,7,21,35,2003,16
Carolina,7,10,3,0,20,Detroit,0,0,0,14,14,2003,16
Chicago,10,0,14,3,27,Washington,10,7,0,7,24,2003,16
Dallas,10,3,3,3,19,N.Y. Giants,3,0,0,0,3,2003,16
Jacksonville,0,17,3,0,20,New Orleans,3,7,3,6,19,2003,16
Buffalo,0,0,3,0,3,Miami,10,3,7,0,20,2003,16
St. Louis,7,10,3,7,27,Cincinnati,0,10,0,0,10,2003,16
Houston,0,3,14,7,24,Tennessee,0,10,7,10,27,2003,16
Pittsburgh,14,7,7,12,40,San Diego,0,10,7,7,24,2003,16
Philadelphia,0,14,7,7,28,San Francisco,7,7,3,11,31,2003,16
Seattle,14,7,0,7,28,Arizona,0,3,0,7,10,2003,16
Indianapolis,7,10,0,0,17,Denver,14,14,0,3,31,2003,16
Oakland,7,0,0,0,7,Green Bay,14,17,3,7,41,2003,16
New England,14,14,0,3,31,Buffalo,0,0,0,0,0,2003,17
San Francisco,0,14,3,0,17,Seattle,0,14,7,3,24,2003,17
Washington,0,7,0,0,7,Philadelphia,7,14,7,3,31,2003,17
Atlanta,14,7,0,0,21,Jacksonville,7,0,7,0,14,2003,17
Cincinnati,7,0,0,7,14,Cleveland,3,10,0,9,22,2003,17
Detroit,3,7,17,3,30,St. Louis,0,20,0,0,20,2003,17
Houston,0,10,7,0,17,Indianapolis,0,3,0,17,20,2003,17
Kansas City,0,14,7,10,31,Chicago,0,0,3,0,3,2003,17
Miami,3,17,0,3,23,N.Y. Jets,0,10,5,6,21,2003,17
New Orleans,3,7,3,0,13,Dallas,0,7,0,0,7,2003,17
Tennessee,3,13,10,7,33,Tampa Bay,3,0,3,7,13,2003,17
Arizona,3,3,0,12,18,Minnesota,0,0,7,10,17,2003,17
N.Y. Giants,0,10,7,7,24,Carolina,17,13,7,0,37,2003,17
Green Bay,7,3,7,14,31,Denver,0,0,3,0,3,2003,17
San Diego,7,7,0,7,21,Oakland,0,14,0,0,14,2003,17
Baltimore,7,0,0,3,13,Pittsburgh,0,0,10,0,10,2003,17
New England,3,10,14,0,27,Indianapolis,0,17,0,7,24,2004,1
Miami,0,0,0,7,7,Tennessee,0,7,7,3,17,2004,1
Cleveland,0,3,7,10,20,Baltimore,0,0,3,0,3,2004,1
Chicago,7,0,0,9,16,Detroit,0,3,10,7,20,2004,1
Buffalo,7,0,0,3,10,Jacksonville,0,3,3,7,13,2004,1
N.Y. Jets,14,0,10,7,31,Cincinnati,7,3,7,7,24,2004,1
Pittsburgh,7,7,7,3,24,Oakland,0,7,3,11,21,2004,1
Houston,3,10,7,0,20,San Diego,3,7,10,7,27,2004,1
New Orleans,0,7,0,0,7,Seattle,0,14,7,0,21,2004,1
St. Louis,0,6,3,8,17,Arizona,0,3,7,0,10,2004,1
Washington,7,3,0,6,16,Tampa Bay,0,3,7,0,10,2004,1
San Francisco,0,3,3,13,19,Atlanta,7,7,0,7,21,2004,1
Minnesota,0,14,14,7,35,Dallas,3,7,7,0,17,2004,1
Philadelphia,14,10,7,0,31,N.Y. Giants,7,3,0,7,17,2004,1
Denver,3,14,7,10,34,Kansas City,7,0,17,0,24,2004,1
Carolina,0,7,0,7,14,Green Bay,3,7,14,0,24,2004,1
Atlanta,7,10,0,17,34,St. Louis,0,7,10,0,17,2004,2
Baltimore,7,6,7,10,30,Pittsburgh,0,0,0,13,13,2004,2
Kansas City,3,7,7,0,17,Carolina,7,0,7,14,28,2004,2
Green Bay,3,0,7,0,10,Chicago,0,14,7,0,21,2004,2
Detroit,0,7,14,7,28,Houston,0,3,7,6,16,2004,2
Tennessee,7,3,7,0,17,Indianapolis,3,0,7,21,31,2004,2
Jacksonville,0,7,0,0,7,Denver,0,6,0,0,6,2004,2
New Orleans,10,10,3,7,30,San Francisco,3,14,3,7,27,2004,2
N.Y. Giants,0,20,0,0,20,Washington,7,0,0,7,14,2004,2
Tampa Bay,0,3,0,3,6,Seattle,3,7,0,0,10,2004,2
Dallas,7,3,7,2,19,Cleveland,0,9,0,3,12,2004,2
Arizona,0,6,6,0,12,New England,7,7,3,6,23,2004,2
San Diego,0,7,7,14,28,N.Y. Jets,14,3,10,7,34,2004,2
Oakland,0,7,3,3,13,Buffalo,0,3,0,7,10,2004,2
Cincinnati,0,0,13,3,16,Miami,0,3,0,10,13,2004,2
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,2
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,3
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,4
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,5
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,6
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,7
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,8
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,9
Philadelphia,7,3,7,10,27,Minnesota,3,3,3,7,16,2004,10
Baltimore,0,0,14,16,30,Dallas,3,0,0,7,10,2004,11
Buffalo,0,17,20,0,37,St. Louis,10,7,0,0,17,2004,11
Carolina,14,14,0,7,35,Arizona,0,0,10,0,10,2004,11
New Orleans,0,13,0,0,13,Denver,20,7,0,7,34,2004,11
Chicago,3,0,0,7,10,Indianapolis,7,20,14,0,41,2004,11
Minnesota,7,0,0,15,22,Detroit,14,3,2,0,19,2004,11
Cleveland,0,7,0,0,7,N.Y. Jets,0,0,3,7,10,2004,11
Cincinnati,7,7,0,0,14,Pittsburgh,3,7,7,2,19,2004,11
Tampa Bay,7,14,7,7,35,San Francisco,0,0,3,0,3,2004,11
Jacksonville,0,6,7,2,15,Tennessee,3,7,0,8,18,2004,11
Oakland,0,7,7,3,17,San Diego,6,7,3,7,23,2004,11
Seattle,10,7,0,7,24,Miami,7,0,7,3,17,2004,11
N.Y. Giants,0,0,7,3,10,Atlanta,7,7,0,0,14,2004,11
Philadelphia,7,0,7,14,28,Washington,3,3,0,0,6,2004,11
Houston,0,13,0,0,13,Green Bay,0,3,0,13,16,2004,11
Kansas City,10,0,3,6,19,New England,7,10,7,3,27,2004,11
Detroit,6,3,0,0,9,Indianapolis,13,14,14,0,41,2004,12
Dallas,7,0,0,14,21,Chicago,0,7,0,0,7,2004,12
Carolina,7,0,7,7,21,Tampa Bay,0,7,0,7,14,2004,12
Cincinnati,14,13,14,17,58,Cleveland,10,3,21,14,48,2004,12
Houston,3,7,14,7,31,Tennessee,14,7,0,0,21,2004,12
Minnesota,3,10,7,7,27,Jacksonville,0,13,0,3,16,2004,12
N.Y. Giants,3,3,0,0,6,Philadelphia,0,7,13,7,27,2004,12
Pittsburgh,3,10,0,3,16,Washington,0,0,7,0,7,2004,12
Kansas City,7,10,0,14,31,San Diego,7,7,3,17,34,2004,12
Atlanta,7,10,0,7,24,New Orleans,0,6,8,7,21,2004,12
Seattle,0,3,0,6,9,Buffalo,7,10,7,14,38,2004,12
San Francisco,0,3,0,14,17,Miami,7,0,0,17,24,2004,12
New England,0,3,6,15,24,Baltimore,0,3,0,0,3,2004,12
Arizona,0,3,0,0,3,N.Y. Jets,0,3,10,0,13,2004,12
Denver,0,10,0,14,24,Oakland,0,7,6,12,25,2004,12
Green Bay,7,14,7,17,45,St. Louis,0,10,0,7,17,2004,12
Miami,21,3,0,8,32,Buffalo,14,7,7,14,42,2004,13
New Orleans,0,7,7,7,21,Carolina,13,13,0,6,32,2004,13
Chicago,7,10,0,7,24,Minnesota,7,7,0,0,14,2004,13
Baltimore,3,3,14,6,26,Cincinnati,0,3,0,24,27,2004,13
Detroit,7,7,6,6,26,Arizona,3,9,0,0,12,2004,13
Indianapolis,17,14,10,10,51,Tennessee,24,0,0,0,24,2004,13
Cleveland,0,7,0,8,15,New England,14,7,21,0,42,2004,13
N.Y. Jets,3,3,7,16,29,Houston,0,7,0,0,7,2004,13
St. Louis,3,10,0,3,16,San Francisco,3,0,3,0,6,2004,13
Tampa Bay,7,6,7,7,27,Atlanta,0,0,0,0,0,2004,13
Oakland,6,14,0,7,27,Kansas City,7,3,14,10,34,2004,13
San Diego,7,10,3,0,20,Denver,0,7,0,10,17,2004,13
Philadelphia,7,28,9,3,47,Green Bay,0,3,0,14,17,2004,13
Washington,7,14,3,7,31,N.Y. Giants,0,0,7,0,7,2004,13
Jacksonville,7,0,6,3,16,Pittsburgh,7,7,0,3,17,2004,13
Seattle,14,0,3,22,39,Dallas,3,16,10,14,43,2004,13
Atlanta,0,21,7,7,35,Oakland,3,0,0,7,10,2004,14
Baltimore,10,17,10,0,37,N.Y. Giants,0,7,0,7,14,2004,14
Buffalo,3,14,3,17,37,Cleveland,7,0,0,0,7,2004,14
Houston,0,7,7,0,14,Indianapolis,14,0,3,6,23,2004,14
Jacksonville,7,3,3,9,22,Chicago,0,3,0,0,3,2004,14
New England,7,21,7,0,35,Cincinnati,0,14,7,7,28,2004,14
Dallas,10,0,3,0,13,New Orleans,0,10,3,14,27,2004,14
