home_name,home_q1,home_q2,home_q3,home_q4,home_final,away_name,away_q1,away_q2,away_q3,away_q4,away_final,year,week
Houston,0,14,3,3,20,Tennessee,0,0,0,0,0,2010,12
Washington,7,0,0,6,13,Minnesota,7,0,10,0,17,2010,12
N.Y. Giants,3,3,3,15,24,Jacksonville,7,10,0,3,20,2010,12
Buffalo,0,0,7,9,16,Pittsburgh,7,6,0,3,19,2010,12
Seattle,7,3,7,7,24,Kansas City,7,14,0,21,42,2010,12
Oakland,7,7,0,3,17,Miami,10,3,10,10,33,2010,12
Baltimore,0,17,0,0,17,Tampa Bay,0,3,0,7,10,2010,12
Chicago,14,7,10,0,31,Philadelphia,3,10,0,13,26,2010,12
Denver,10,3,0,20,33,St. Louis,7,19,7,3,36,2010,12
Indianapolis,7,7,0,0,14,San Diego,10,6,10,10,36,2010,12
Arizona,3,3,0,0,6,San Francisco,14,7,3,3,27,2010,12
Philadelphia,7,13,0,14,34,Houston,3,7,14,0,24,2010,13
Detroit,7,10,3,0,20,Chicago,7,7,3,7,24,2010,13
Miami,0,3,0,7,10,Cleveland,0,3,7,3,13,2010,13
Green Bay,0,14,14,6,34,San Francisco,3,10,3,0,16,2010,13
Tennessee,0,0,3,3,6,Jacksonville,7,10,0,0,17,2010,13
Kansas City,7,3,0,0,10,Denver,0,3,0,3,6,2010,13
Minnesota,7,24,0,7,38,Buffalo,7,0,0,7,14,2010,13
Cincinnati,0,6,6,18,30,New Orleans,3,10,7,14,34,2010,13
N.Y. Giants,14,7,7,3,31,Washington,0,0,7,0,7,2010,13
San Diego,0,3,3,7,13,Oakland,14,7,0,7,28,2010,13
Tampa Bay,7,7,3,7,24,Atlanta,7,7,0,14,28,2010,13
Indianapolis,0,7,7,21,35,Dallas,10,7,10,8,38,2010,13
Seattle,0,3,21,7,31,Carolina,7,7,0,0,14,2010,13
Arizona,6,0,0,0,6,St. Louis,3,6,7,3,19,2010,13
Baltimore,7,0,3,0,10,Pittsburgh,0,0,3,10,13,2010,13
New England,17,7,7,14,45,N.Y. Jets,0,3,0,0,3,2010,13
Tennessee,0,7,7,14,28,Indianapolis,7,14,3,6,30,2010,14
Carolina,0,0,7,3,10,Atlanta,14,3,7,7,31,2010,14
Buffalo,0,10,0,3,13,Cleveland,3,3,0,0,6,2010,14
Detroit,0,0,0,7,7,Green Bay,0,0,3,0,3,2010,14
Jacksonville,0,7,21,10,38,Oakland,7,10,7,7,31,2010,14
Pittsburgh,0,10,3,10,23,Cincinnati,7,0,0,0,7,2010,14
Washington,0,10,0,6,16,Tampa Bay,0,3,6,8,17,2010,14
New Orleans,14,7,7,3,31,St. Louis,0,6,0,7,13,2010,14
San Francisco,10,20,10,0,40,Seattle,7,0,7,7,21,2010,14
Arizona,3,13,3,24,43,Denver,3,0,0,10,13,2010,14
N.Y. Jets,0,3,0,3,6,Miami,10,0,0,0,10,2010,14
Chicago,0,0,7,0,7,New England,7,26,3,0,36,2010,14
San Diego,7,14,0,10,31,Kansas City,0,0,0,0,0,2010,14
Dallas,7,3,10,7,27,Philadelphia,7,7,3,13,30,2010,14
Minnesota,3,0,0,0,3,N.Y. Giants,0,14,7,0,21,2010,14
Houston,0,7,6,15,28,Baltimore,7,14,7,0,34,2010,14
San Diego,7,10,7,10,34,San Francisco,0,0,0,7,7,2010,15
Baltimore,7,14,3,6,30,New Orleans,7,7,3,7,24,2010,15
Miami,0,7,0,7,14,Buffalo,0,10,7,0,17,2010,15
Carolina,6,7,6,0,19,Arizona,0,3,0,9,12,2010,15
Cincinnati,0,10,6,3,19,Cleveland,7,0,0,10,17,2010,15
Dallas,10,10,10,3,33,Washington,0,7,7,16,30,2010,15
Tampa Bay,0,14,0,6,20,Detroit,7,3,7,3,23,2010,15
Indianapolis,7,7,10,10,34,Jacksonville,0,10,7,7,24,2010,15
St. Louis,6,0,0,7,13,Kansas City,0,14,3,10,27,2010,15
N.Y. Giants,7,17,0,7,31,Philadelphia,0,3,7,28,38,2010,15
Tennessee,21,3,7,0,31,Houston,0,3,7,7,17,2010,15
Seattle,7,3,0,8,18,Atlanta,0,17,17,0,34,2010,15
Pittsburgh,0,10,7,0,17,N.Y. Jets,7,3,7,5,22,2010,15
Oakland,14,3,6,16,39,Denver,14,3,3,3,23,2010,15
New England,7,7,7,10,31,Green Bay,3,14,7,3,27,2010,15
Minnesota,7,0,7,0,14,Chicago,10,7,20,3,40,2010,15
Pittsburgh,3,17,7,0,27,Carolina,0,0,0,3,3,2010,16
Arizona,14,7,0,6,27,Dallas,0,10,10,6,26,2010,16
Cleveland,7,3,0,0,10,Baltimore,0,13,7,0,20,2010,16
Chicago,10,7,21,0,38,N.Y. Jets,0,24,7,3,34,2010,16
Miami,3,14,7,3,27,Detroit,3,7,7,17,34,2010,16
Kansas City,14,17,3,0,34,Tennessee,0,7,7,0,14,2010,16
Buffalo,3,0,0,0,3,New England,7,17,7,3,34,2010,16
St. Louis,9,3,3,10,25,San Francisco,0,14,0,3,17,2010,16
Jacksonville,0,7,3,7,17,Washington,10,0,0,7,20,2010,16
Cincinnati,7,6,0,21,34,San Diego,0,3,7,10,20,2010,16
Denver,0,0,10,14,24,Houston,7,10,6,0,23,2010,16
Oakland,7,6,3,10,26,Indianapolis,7,10,7,7,31,2010,16
Green Bay,14,7,10,14,45,N.Y. Giants,0,14,3,0,17,2010,16
Tampa Bay,3,14,14,7,38,Seattle,7,0,0,8,15,2010,16
Philadelphia,7,0,0,7,14,Minnesota,0,7,10,7,24,2010,16
Atlanta,0,7,0,7,14,New Orleans,3,7,0,7,17,2010,16
Atlanta,14,7,10,0,31,Carolina,0,0,3,7,10,2010,17
Baltimore,3,3,7,0,13,Cincinnati,0,0,0,7,7,2010,17
Detroit,0,10,3,7,20,Minnesota,0,0,7,6,13,2010,17
New England,14,10,14,0,38,Miami,0,0,0,7,7,2010,17
N.Y. Jets,3,14,7,14,38,Buffalo,0,0,7,0,7,2010,17
Kansas City,3,0,7,0,10,Oakland,0,10,7,14,31,2010,17
Cleveland,0,3,0,6,9,Pittsburgh,14,17,7,3,41,2010,17
New Orleans,7,0,3,3,13,Tampa Bay,3,7,10,3,23,2010,17
Philadelphia,0,7,0,6,13,Dallas,0,7,0,7,14,2010,17
Green Bay,0,0,3,7,10,Chicago,0,3,0,0,3,2010,17
Houston,10,10,7,7,34,Jacksonville,0,17,0,0,17,2010,17
Indianapolis,3,10,7,3,23,Tennessee,3,3,14,0,20,2010,17
Washington,0,7,0,7,14,N.Y. Giants,3,7,7,0,17,2010,17
Denver,7,0,7,14,28,San Diego,0,16,10,7,33,2010,17
San Francisco,7,3,21,7,38,Arizona,0,7,0,0,7,2010,17
Seattle,7,0,3,6,16,St. Louis,0,3,3,0,6,2010,17
Green Bay,21,7,7,7,42,New Orleans,7,10,10,7,34,2011,1
Baltimore,14,7,11,3,35,Pittsburgh,0,7,0,0,7,2011,1
Kansas City,0,7,0,0,7,Buffalo,14,6,14,7,41,2011,1
Chicago,10,6,14,0,30,Atlanta,3,0,3,6,12,2011,1
Cleveland,0,14,3,0,17,Cincinnati,10,3,0,14,27,2011,1
Tampa Bay,10,3,0,7,20,Detroit,6,14,7,0,27,2011,1
Houston,17,17,0,0,34,Indianapolis,0,0,0,7,7,2011,1
Jacksonville,7,3,3,3,16,Tennessee,0,0,7,7,14,2011,1
St. Louis,7,3,3,0,13,Philadelphia,14,3,7,7,31,2011,1
Arizona,7,0,7,14,28,Carolina,7,7,7,0,21,2011,1
San Diego,7,0,7,10,24,Minnesota,7,10,0,0,17,2011,1
San Francisco,0,16,0,17,33,Seattle,0,0,7,10,17,2011,1
Washington,0,14,7,7,28,N.Y. Giants,7,7,0,0,14,2011,1
N.Y. Jets,0,7,3,17,27,Dallas,7,3,7,7,24,2011,1
Miami,7,0,10,7,24,New England,7,7,14,10,38,2011,1
Denver,3,0,10,7,20,Oakland,0,16,0,7,23,2011,1
Buffalo,0,3,14,21,38,Oakland,0,21,0,14,35,2011,2
Indianapolis,3,6,3,7,19,Cleveland,0,14,0,13,27,2011,2
Detroit,7,13,7,21,48,Kansas City,3,0,0,0,3,2011,2
Carolina,10,3,0,10,23,Green Bay,0,7,16,7,30,2011,2
New Orleans,3,13,7,7,30,Chicago,7,3,3,0,13,2011,2
N.Y. Jets,9,6,14,3,32,Jacksonville,3,0,0,0,3,2011,2
Pittsburgh,7,10,7,0,24,Seattle,0,0,0,0,0,2011,2
Minnesota,7,10,0,3,20,Tampa Bay,0,0,10,14,24,2011,2
Tennessee,0,10,10,6,26,Baltimore,0,10,0,3,13,2011,2
Washington,0,10,0,12,22,Arizona,7,0,7,7,21,2011,2
San Francisco,0,14,7,3,24,Dallas,0,7,7,10,27,2011,2
Denver,7,3,7,7,24,Cincinnati,0,3,12,7,22,2011,2
Miami,3,0,7,3,13,Houston,6,10,0,7,23,2011,2
New England,7,13,0,15,35,San Diego,7,0,0,14,21,2011,2
Atlanta,7,7,7,14,35,Philadelphia,0,10,21,0,31,2011,2
N.Y. Giants,7,14,7,0,28,St. Louis,6,0,10,0,16,2011,2
Buffalo,0,10,7,17,34,New England,14,7,3,7,31,2011,3
Carolina,2,3,3,8,16,Jacksonville,0,10,0,0,10,2011,3
Cleveland,0,7,3,7,17,Miami,7,3,3,3,16,2011,3
Minnesota,6,14,0,3,23,Detroit,0,0,10,13,26,2011,3
New Orleans,0,10,7,23,40,Houston,10,6,3,14,33,2011,3
Philadelphia,0,13,3,0,16,N.Y. Giants,14,0,0,15,29,2011,3
Cincinnati,3,0,0,5,8,San Francisco,0,0,3,10,13,2011,3
Tennessee,0,10,0,7,17,Denver,7,0,7,0,14,2011,3
St. Louis,0,0,7,0,7,Baltimore,21,6,3,7,37,2011,3
Oakland,7,10,7,10,34,N.Y. Jets,7,10,0,7,24,2011,3
San Diego,0,10,7,3,20,Kansas City,0,0,7,10,17,2011,3
Chicago,0,10,0,7,17,Green Bay,7,10,3,7,27,2011,3
Seattle,3,3,7,0,13,Arizona,0,10,0,0,10,2011,3
Tampa Bay,3,10,3,0,16,Atlanta,0,3,0,10,13,2011,3
Indianapolis,0,13,0,7,20,Pittsburgh,10,0,0,13,23,2011,3
Dallas,3,6,3,6,18,Washington,6,3,7,0,16,2011,3
Chicago,10,14,0,10,34,Carolina,3,17,0,9,29,2011,4
Cincinnati,3,0,10,10,23,Buffalo,0,17,0,3,20,2011,4
Dallas,7,13,10,0,30,Detroit,0,3,14,17,34,2011,4
Houston,7,3,0,7,17,Pittsburgh,0,0,7,3,10,2011,4
Kansas City,3,6,6,7,22,Minnesota,7,0,3,7,17,2011,4
Jacksonville,0,10,0,0,10,New Orleans,7,7,6,3,23,2011,4
Philadelphia,7,13,3,0,23,San Francisco,0,3,14,7,24,2011,4
Cleveland,3,3,0,7,13,Tennessee,7,14,10,0,31,2011,4
St. Louis,0,0,0,10,10,Washington,7,7,3,0,17,2011,4
Seattle,0,7,14,7,28,Atlanta,7,17,3,3,30,2011,4
Arizona,3,3,14,7,27,N.Y. Giants,0,10,0,21,31,2011,4
Green Bay,14,14,14,7,49,Denver,3,14,0,6,23,2011,4
Oakland,3,7,3,6,19,New England,7,10,7,7,31,2011,4
San Diego,7,6,10,3,26,Miami,7,3,3,3,16,2011,4
Baltimore,17,10,7,0,34,N.Y. Jets,7,10,0,0,17,2011,4
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,4
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,5
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,6
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,7
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,8
Tampa Bay,0,7,10,7,24,Indianapolis,3,7,7,0,17,2011,9
San Diego,3,0,14,0,17,Oakland,7,10,7,0,24,2011,10
Philadelphia,0,14,0,3,17,Arizona,0,7,0,14,21,2011,10
Dallas,14,14,6,10,44,Buffalo,0,7,0,0,7,2011,10
Kansas City,0,0,7,3,10,Denver,7,3,0,7,17,2011,10
Tampa Bay,0,3,0,6,9,Houston,9,7,14,7,37,2011,10
Indianapolis,0,3,0,0,3,Jacksonville,3,0,7,7,17,2011,10
Miami,7,3,3,7,20,Washington,3,3,3,0,9,2011,10
Atlanta,3,3,7,10,23,New Orleans,3,7,7,6,26,2011,10
Cincinnati,7,3,7,0,17,Pittsburgh,14,3,7,0,24,2011,10
Cleveland,3,6,3,0,12,St. Louis,0,10,0,3,13,2011,10
Carolina,0,0,3,0,3,Tennessee,14,3,3,10,30,2011,10
Seattle,10,9,3,0,22,Baltimore,0,7,3,7,17,2011,10
Chicago,10,10,17,0,37,Detroit,0,6,0,7,13,2011,10
San Francisco,3,6,3,15,27,N.Y. Giants,3,3,7,7,20,2011,10
N.Y. Jets,0,9,0,7,16,New England,6,7,10,14,37,2011,10
Green Bay,14,3,14,14,45,Minnesota,0,0,7,0,7,2011,10
Green Bay,14,3,14,14,45,Minnesota,0,0,7,0,7,2011,11
Detroit,0,0,0,15,15,Green Bay,0,7,17,3,27,2011,12
Dallas,0,10,0,10,20,Miami,3,3,10,3,19,2011,12
Baltimore,3,3,0,10,16,San Francisco,3,0,3,0,6,2011,12
St. Louis,7,3,0,10,20,Arizona,3,0,17,3,23,2011,12
Atlanta,7,10,0,7,24,Minnesota,0,0,7,7,14,2011,12
Indianapolis,0,10,3,6,19,Carolina,3,7,7,10,27,2011,12
Cincinnati,7,0,10,6,23,Cleveland,7,10,3,0,20,2011,12
Jacksonville,7,3,0,3,13,Houston,7,13,0,0,20,2011,12
N.Y. Jets,0,14,7,7,28,Buffalo,7,7,7,3,24,2011,12
Tennessee,7,3,0,13,23,Tampa Bay,3,7,7,0,17,2011,12
Oakland,6,6,6,7,25,Chicago,0,7,0,13,20,2011,12
Seattle,0,7,3,7,17,Washington,7,0,0,16,23,2011,12
San Diego,3,7,3,0,13,Denver,0,7,3,3,16,2011,12
Philadelphia,10,3,0,7,20,New England,7,17,7,7,38,2011,12
Kansas City,3,3,0,3,9,Pittsburgh,0,13,0,0,13,2011,12
New Orleans,0,21,14,14,49,N.Y. Giants,0,3,7,14,24,2011,12
Seattle,7,10,7,7,31,Philadelphia,0,7,0,7,14,2011,13
Tampa Bay,3,9,0,7,19,Carolina,14,10,7,7,38,2011,13
Minnesota,5,10,7,10,32,Denver,7,0,14,14,35,2011,13
Houston,3,7,0,7,17,Atlanta,0,3,7,0,10,2011,13
Chicago,0,3,0,0,3,Kansas City,0,7,3,0,10,2011,13
Miami,6,7,21,0,34,Oakland,0,0,0,14,14,2011,13
New England,3,14,14,0,31,Indianapolis,0,3,0,21,24,2011,13
Washington,7,6,0,6,19,N.Y. Jets,7,3,3,21,34,2011,13
Pittsburgh,0,28,7,0,35,Cincinnati,0,7,0,0,7,2011,13
Buffalo,7,3,0,7,17,Tennessee,10,7,3,3,23,2011,13
Cleveland,0,0,3,7,10,Baltimore,0,10,7,7,24,2011,13
Arizona,3,0,3,7,19,Dallas,0,10,3,0,13,2011,13
N.Y. Giants,10,7,7,11,35,Green Bay,7,14,7,10,38,2011,13
San Francisco,3,6,10,7,26,St. Louis,0,0,0,0,0,2011,13
New Orleans,3,21,0,7,31,Detroit,0,7,10,0,17,2011,13
Jacksonville,0,14,0,100,114,San Diego,10,14,7,107,138,2011,13
Pittsburgh,7,0,0,7,14,Cleveland,3,0,0,0,3,2011,14
Carolina,7,16,0,0,23,Atlanta,7,0,10,14,31,2011,14
Baltimore,10,7,7,0,24,Indianapolis,0,3,0,7,10,2011,14
Detroit,21,10,0,3,34,Minnesota,7,7,7,7,28,2011,14
Cincinnati,6,10,3,0,19,Houston,3,0,7,10,20,2011,14
Jacksonville,0,28,0,13,41,Tampa Bay,7,7,0,0,14,2011,14
Washington,10,10,7,0,27,New England,14,6,14,0,34,2011,14
Tennessee,0,3,7,7,17,New Orleans,3,3,3,13,22,2011,14
N.Y. Jets,7,21,7,2,37,Kansas City,3,0,0,7,10,2011,14
Miami,7,0,3,0,10,Philadelphia,0,24,0,2,26,2011,14
Arizona,0,7,7,7,21,San Francisco,3,9,7,0,19,2011,14
Denver,0,0,0,10,13,Chicago,0,0,7,3,10,2011,14
Green Bay,14,17,12,3,46,Oakland,0,0,7,9,16,2011,14
San Diego,7,9,14,7,37,Buffalo,0,0,10,0,10,2011,14
Dallas,7,10,3,14,34,N.Y. Giants,5,10,7,15,37,2011,14
Seattle,10,0,10,10,30,St. Louis,0,3,3,7,13,2011,14
Atlanta,10,17,14,0,41,Jacksonville,0,0,7,7,14,2011,15
Tampa Bay,0,0,15,0,15,Dallas,14,14,3,0,31,2011,15
Houston,0,0,6,7,13,Carolina,7,14,0,7,28,2011,15
St. Louis,0,6,0,7,13,Cincinnati,3,0,10,7,20,2011,15
Indianapolis,3,0,14,10,27,Tennessee,0,6,0,7,13,2011,15
Kansas City,6,0,3,10,19,Green Bay,0,0,7,7,14,2011,15
Buffalo,7,0,0,16,23,Miami,0,13,7,10,30,2011,15
Minnesota,3,10,0,7,20,New Orleans,7,14,14,7,42,2011,15
Chicago,7,7,0,0,14,Seattle,7,0,17,14,38,2011,15
N.Y. Giants,0,3,0,7,10,Washington,3,14,3,3,23,2011,15
Oakland,7,10,0,10,27,Detroit,7,7,0,14,28,2011,15
Arizona,0,7,0,10,20,Cleveland,7,3,7,0,17,2011,15
Denver,13,3,0,7,23,New England,7,20,7,7,41,2011,15
Philadelphia,14,14,10,7,45,N.Y. Jets,0,13,0,6,19,2011,15
San Diego,7,10,14,3,34,Baltimore,0,7,0,7,14,2011,15
San Francisco,3,3,7,7,20,Pittsburgh,0,0,3,0,3,2011,15
Indianapolis,3,3,3,10,19,Houston,10,0,3,3,16,2011,16
Baltimore,10,7,3,0,20,Cleveland,0,0,7,7,14,2011,16
Buffalo,0,17,6,17,40,Denver,7,0,7,0,14,2011,16
Carolina,10,10,21,7,48,Tampa Bay,0,10,0,6,16,2011,16
Cincinnati,10,10,3,0,23,Arizona,0,0,0,16,16,2011,16
Washington,0,10,10,6,26,Minnesota,3,7,13,10,33,2011,16
New England,0,0,17,10,27,Miami,3,14,0,7,24,2011,16
N.Y. Jets,7,0,0,7,14,N.Y. Giants,0,10,7,12,29,2011,16
Kansas City,3,0,3,7,13,Oakland,3,0,7,3,16,2011,16
Pittsburgh,3,7,3,14,27,St. Louis,0,0,0,0,0,2011,16
Tennessee,10,7,3,3,23,Jacksonville,7,3,0,7,17,2011,16
Detroit,10,14,7,7,38,San Diego,0,0,10,0,10,2011,16
Dallas,0,0,0,7,7,Philadelphia,7,7,3,3,20,2011,16
Seattle,7,3,0,7,17,San Francisco,0,3,10,6,19,2011,16
Green Bay,7,7,14,7,35,Chicago,0,3,7,11,21,2011,16
New Orleans,7,14,10,14,45,Atlanta,10,0,3,3,16,2011,16
Minnesota,10,3,0,0,13,Chicago,0,14,0,3,17,2011,17
Green Bay,10,14,7,14,45,Detroit,9,10,15,7,41,2011,17
Jacksonville,7,3,6,3,19,Indianapolis,0,3,3,7,13,2011,17
Miami,3,3,0,13,19,N.Y. Jets,7,3,0,7,17,2011,17
New England,0,14,14,21,49,Buffalo,21,0,0,0,21,2011,17
New Orleans,14,10,14,7,45,Carolina,7,10,0,0,17,2011,17
Philadelphia,3,7,3,21,34,Washington,0,0,7,3,10,2011,17
St. Louis,7,0,3,17,27,San Francisco,7,13,7,7,34,2011,17
Houston,7,3,3,9,22,Tennessee,0,13,3,7,23,2011,17
Arizona,7,3,7,3,23,Seattle,0,3,7,10,20,2011,17
Atlanta,21,21,0,3,45,Tampa Bay,0,7,11,6,24,2011,17
Cincinnati,3,0,7,6,16,Baltimore,10,7,0,7,24,2011,17
Denver,0,0,3,0,3,Kansas City,7,0,0,0,7,2011,17
Cleveland,0,6,3,0,9,Pittsburgh,0,3,10,0,13,2011,17
Oakland,7,6,6,7,26,San Diego,7,17,7,7,38,2011,17
N.Y. Giants,7,14,0,10,31,Dallas,0,0,7,7,14,2011,17
N.Y. Giants,0,3,7,7,17,Dallas,0,7,10,7,24,2012,1
Kansas City,3,14,0,7,24,Atlanta,10,10,14,6,40,2012,1
Chicago,7,17,10,7,41,Indianapolis,7,7,0,7,21,2012,1
Detroit,0,10,3,14,27,St. Louis,3,10,0,10,23,2012,1
Houston,0,24,3,3,30,Miami,3,0,7,0,10,2012,1
Minnesota,0,7,7,9,26,Jacksonville,3,6,3,11,23,2012,1
Tennessee,3,0,7,3,13,New England,7,14,7,6,34,2012,1
N.Y. Jets,7,20,14,7,48,Buffalo,0,7,7,14,28,2012,1
Cleveland,3,0,3,10,16,Philadelphia,0,10,0,7,17,2012,1
New Orleans,7,7,3,15,32,Washington,10,10,10,10,40,2012,1
Arizona,3,7,3,7,20,Seattle,3,0,10,3,16,2012,1
Green Bay,0,7,0,15,22,San Francisco,3,13,7,7,30,2012,1
Tampa Bay,10,3,0,3,16,Carolina,0,0,7,3,10,2012,1
Denver,0,7,7,17,31,Pittsburgh,0,10,3,6,19,2012,1
Baltimore,10,7,17,10,44,Cincinnati,0,10,3,0,13,2012,1
Oakland,3,3,0,0,6,San Diego,3,7,3,0,13,2012,1
Green Bay,0,13,0,10,23,Chicago,0,0,3,7,10,2012,2
New England,3,3,3,9,18,Arizona,6,0,7,7,20,2012,2
Buffalo,7,14,14,0,35,Kansas City,0,0,3,14,17,2012,2
Carolina,7,14,7,7,35,New Orleans,10,3,0,14,27,2012,2
Cincinnati,7,10,7,10,34,Cleveland,3,7,7,10,27,2012,2
Jacksonville,0,0,7,0,7,Houston,10,7,7,3,27,2012,2
Indianapolis,7,10,3,3,23,Minnesota,3,3,0,14,20,2012,2
Miami,7,0,14,14,35,Oakland,7,3,0,3,13,2012,2
N.Y. Giants,6,7,3,25,41,Tampa Bay,3,21,3,7,34,2012,2
Philadelphia,7,0,10,7,24,Baltimore,7,10,0,6,23,2012,2
Seattle,10,3,7,7,27,Dallas,0,7,0,0,7,2012,2
St. Louis,3,13,7,8,31,Washington,14,7,7,0,28,2012,2
Pittsburgh,3,10,7,7,27,N.Y. Jets,7,3,0,0,10,2012,2
San Diego,14,3,7,14,38,Tennessee,0,3,7,0,10,2012,2
San Francisco,7,7,3,10,27,Detroit,6,0,3,10,19,2012,2
Atlanta,10,10,7,0,27,Denver,0,7,0,14,21,2012,2
Carolina,0,0,7,0,7,N.Y. Giants,10,10,6,10,36,2012,3
Cleveland,0,7,7,0,14,Buffalo,14,0,3,7,24,2012,3
Chicago,3,7,0,13,23,St. Louis,0,3,3,0,6,2012,3
Washington,7,3,14,7,31,Cincinnati,14,10,0,14,38,2012,3
Dallas,7,3,0,6,16,Tampa Bay,7,0,0,3,10,2012,3
Indianapolis,7,7,0,3,17,Jacksonville,3,0,10,9,22,2012,3
New Orleans,7,3,14,0,24,Kansas City,3,3,7,11,27,2012,3
Minnesota,7,10,0,7,24,San Francisco,0,3,10,0,13,2012,3
Miami,7,3,7,3,20,N.Y. Jets,0,3,7,10,23,2012,3
Tennessee,10,10,0,21,44,Detroit,6,3,7,25,41,2012,3
Arizona,10,14,0,3,27,Philadelphia,0,0,6,0,6,2012,3
San Diego,0,0,3,0,3,Atlanta,6,14,0,7,27,2012,3
Denver,5,6,0,14,25,Houston,7,14,10,0,31,2012,3
Oakland,7,7,7,13,34,Pittsburgh,14,3,14,0,31,2012,3
Baltimore,0,14,7,10,31,New England,13,7,7,3,30,2012,3
Seattle,0,7,0,7,14,Green Bay,0,0,6,6,12,2012,3
Seattle,0,7,0,7,14,Baltimore,0,9,14,0,23,2012,4
Seattle,0,7,0,7,14,Atlanta,7,10,7,6,30,2012,4
Seattle,0,7,0,7,14,Houston,14,0,14,10,38,2012,4
Seattle,0,7,0,7,14,Detroit,3,3,0,7,13,2012,4
Seattle,0,7,0,7,14,Buffalo,0,14,7,7,28,2012,4
Seattle,0,7,0,7,14,Kansas City,0,6,7,7,20,2012,4
Seattle,0,7,0,7,14,N.Y. Jets,0,0,0,0,0,2012,4
Seattle,0,7,0,7,14,St. Louis,3,10,3,3,19,2012,4
Seattle,0,7,0,7,14,Arizona,0,0,7,14,24,2012,4
Seattle,0,7,0,7,14,Jacksonville,0,7,3,0,10,2012,4
Seattle,0,7,0,7,14,Denver,10,0,21,6,37,2012,4
Seattle,0,7,0,7,14,Green Bay,7,14,0,7,28,2012,4
Seattle,0,7,0,7,14,Tampa Bay,3,3,7,9,22,2012,4
Seattle,0,7,0,7,14,Philadelphia,0,7,6,6,19,2012,4
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,4
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,5
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,6
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,7
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,8
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,9
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,10
Seattle,0,7,0,7,14,Dallas,0,7,3,8,18,2012,11
Detroit,7,14,3,7,31,Houston,0,14,10,7,34,2012,12
Dallas,3,0,10,18,31,Washington,0,28,0,10,38,2012,12
N.Y. Jets,0,3,9,7,19,New England,0,35,0,14,49,2012,12
Tampa Bay,7,3,3,10,23,Atlanta,3,7,7,7,24,2012,12
Chicago,10,15,3,0,28,Minnesota,3,0,7,0,10,2012,12
Cincinnati,14,10,0,10,34,Oakland,0,0,10,0,10,2012,12
Cleveland,3,10,7,0,20,Pittsburgh,7,7,0,0,14,2012,12
Kansas City,6,0,3,0,9,Denver,0,7,7,3,17,2012,12
Indianapolis,7,6,7,0,20,Buffalo,3,3,0,7,13,2012,12
Jacksonville,7,0,7,10,24,Tennessee,3,3,3,10,19,2012,12
Miami,0,7,0,17,24,Seattle,0,7,7,7,21,2012,12
San Diego,0,10,0,3,13,Baltimore,0,0,3,10,16,2012,12
New Orleans,7,7,7,0,21,San Francisco,7,7,14,3,31,2012,12
Arizona,7,10,0,0,17,St. Louis,0,14,14,3,31,2012,12
N.Y. Giants,17,14,7,0,38,Green Bay,7,3,0,0,10,2012,12
Philadelphia,3,12,7,0,22,Carolina,14,0,7,9,30,2012,12
Atlanta,7,10,0,6,23,New Orleans,0,7,6,0,13,2012,13
Buffalo,7,10,10,7,34,Jacksonville,0,10,0,8,18,2012,13
Green Bay,10,0,10,3,23,Minnesota,0,14,0,0,14,2012,13
Tennessee,3,0,7,0,10,Houston,14,7,3,0,24,2012,13
Detroit,10,13,7,3,33,Indianapolis,7,7,7,14,35,2012,13
Kansas City,10,7,7,3,27,Carolina,7,7,0,7,21,2012,13
Miami,3,7,0,6,16,New England,7,10,0,6,23,2012,13
N.Y. Jets,0,0,0,7,7,Arizona,0,3,0,3,6,2012,13
Chicago,7,0,7,3,17,Seattle,0,10,0,7,23,2012,13
St. Louis,0,0,2,11,16,San Francisco,7,0,0,6,13,2012,13
Denver,7,0,21,3,31,Tampa Bay,10,0,0,13,23,2012,13
San Diego,0,13,0,0,13,Cincinnati,7,3,0,10,20,2012,13
Oakland,0,3,7,7,17,Cleveland,0,10,3,7,20,2012,13
Baltimore,0,13,7,0,20,Pittsburgh,3,3,7,10,23,2012,13
Dallas,0,10,7,21,38,Philadelphia,7,10,7,9,33,2012,13
Washington,7,3,0,7,17,N.Y. Giants,3,10,3,0,16,2012,13
Oakland,0,7,0,6,13,Denver,10,3,13,0,26,2012,14
Carolina,7,9,7,7,30,Atlanta,0,0,7,13,20,2012,14
Cleveland,3,7,10,10,30,Kansas City,7,0,0,0,7,2012,14
Cincinnati,10,3,6,0,19,Dallas,3,7,0,10,20,2012,14
Indianapolis,7,0,14,6,27,Tennessee,7,13,0,3,23,2012,14
